Date,Headline,Source,URL
2026-07-24,Tata Consultancy Services Limited Revenue Breakdown – NSE:TCS - TradingView,TradingView,https://news.google.com/rss/articles/CBMickFVX3lxTE1TWDZueWRHb3c3bEF4Nko0Wi01TkhFLUdmUzRST2JGbnRNTVUtZlE0MFMyZFBVcTBOM2FCRXlia3dxR3FFVnRTc2g1Ny0yV2dnVFNJYmY2TnlmUUIzdUV6OEIzdW5hak0wN2lQZVE1NWNqQQ?oc=5
2026-07-10,Buy Tata Consultancy Services; target of Rs 2500: Prabhudas Lilladher - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMiywFBVV95cUxQTTlyMUpnZDRVZEk0ckxrT3dqTTJxbUFDWU1oLXJpOGQ4cml4cXEzYWRoZ29CMktvNVJCOTBnWXpNZkd2N1I1UHEwM2JpdjY4SUx0a0NOTUI0MjZWTllZdGRwdTkzcGQ2alZ1bnNTeUdCTHEwTE5uQTdDZjZ5RlU1Vl9CaG9hNDZuRVo2ME1CSWp2NHQwWDliWXhnNFJRYW4wSVVoVC1JTldRVnVJdE04ZjVsdS1nNGxYck1OUmI2MW9LMFZoTzdIQ1Q0WdIB0AFBVV95cUxNdTFNWmdSTWt6QUVscGxQdzl6dWRqNy1ha1FRd1I2b2EzNEpteTFCRUp2LU5xMmtyS0ZmWjhJSjBUZGg3Z0lqS1dmX2FOLUxsVmgzNmdXNkotbExLYjF2X19RcXhsTGxfVzlLa0ZWU05KYWx2OWZaWXo2N2dOdWZjdDBXU1g2Ty1pOVB6RnpLcWFQVHNBYjktSmRLVlJOZjk5ZXZhbW1hYVAwS0NNWEVSYVp4S1VxakRiWXp6azVVUGNVQzF3akpzV1FVOVZWanBo?oc=5
2026-06-10,AI agents to match physical workforce at TCS soon: Chairman N Chandrasekaran - indianexpress.com,indianexpress.com,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNVGFPRi1pWUZWdC11cUpWMTZ3UTQ0XzRVYTVUckMyX0g4Uk94MW1Na1ZtaENoNkY5aUlMU1hoUDNGT2xYSF9FWDlWWUdpd2U2ekhFWmFiNWtBZ0h6WEFQSzdNYmZaUC13NDRNZmNPN01WU3lWT0xmUWlVUVhsbDcwNnlRRENraTY0Skg5RmVZVUFoek8zZGVZWFRJbk9DenNVcERBNEFMczNGYWRUdnl4ZmRaN010UWppbjJQNXlvb0k1LXY1anpkek9RNU5DODZjNEg3c9IB2wFBVV95cUxNNnByRF8zbERnU0FsYmYwb1djLUdYOTRIbHNlcE54SHFHSzZ2M2RYM01EYWtmaU95d3kzOVdGTzlDSzFaS0RKVklzM2wyME9Fdkk2RHVrcy1fdFhHZUZzYVk4V2xWVmJvVFFSTjJkZEF6Zk4wVjRDRWJlSHRXXzZjTE5VUTlnWl9Fd3ZXUmdtRWlONExOZEZKR0tYT0VBRkNPZXdMT0JfWjAzT08yRTlaZVEwVkgzTVduaDdVS0lFNFZZUXNiNW4wc243TFd0RmV3YnNfZzRZRlFFTUU?oc=5
2026-07-09,TCS Meets Estimates After Deal Momentum Boosts Recovery Campaign - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxORXlFOHJkaTdjT0FfelEzN1duZjdHb2tkYVZrOXZQTVN0UTJtem5tN01ram90UVV3cWduMlREZ1hjbDBGakF5eGViRDE2Y29va2k5bHNYZUhlMXBQaUc5aUZBOEJkcE1iSkRpT3l1U05TYjRoSVhoS3BpbGZDUk5XVVc0TVVmcVhZdlVhb3IySEVYRkdWRUp6dG00ZFFBWXZoV0FhLVRUSnpFbk5iRUtybmpMRm5kQQ?oc=5
2026-07-17,Tata Consultancy Services shares rise 2.35% in today's session - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNb3ZPS0RZNDFwRGhCLUpRZS1ZMi14T0pta3h5dkYwYUphWjlwM0NoS1hvSDQxdld1MWVMNXFnSlZTQU1VZUwwQjBTR3JIMHM3Vnl6TGJ5ZXZsTDk3enAtVk90UFdUTHhKRFVXVDZ0aTVXYXZLZEw5ZzkydXlIY0YwZXl4al9PWVVzRXo0eTUwMzRJMnp2VmpmdkRNZk5WZ3lEWWJfLXl4NTlvVThxdmFRenpYNnE4OFdtbWx0UXJQX1B5SmFtX3NCdFJZUFUxaE9aMWJOM0Jn0gHbAUFVX3lxTE9Na2xqVzJ5REtHTVFpeENEZW05bHN6bGROd3VBRmI4WWxhU2JJRElUVW92c19iQmlQd2JlMFRibk83WERMNnFsZ193MnRaYWQ1WGNyVUFsUkhaSlBMYm41OEhFMzB2SEF5ZGVQOFV6eU9mLTdvdTdHLVI3a3ppaUYyWTNpRUZHMTJZUmxyWGpMTHVuOGQyeGVCY2FEZHJMaDNWV2lvRGd0MzVUMUFDZnI0T2xxSW1YZ3Z1VVpCZ0Y0amcyQUF1NHItb09ybC15ekpsMFJSenlZZzItSQ?oc=5
2026-07-13,"TCS trims jobs on one side, adds ‘multi-million, multi-year’ deal on the other - theweek.in",theweek.in,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOSUt3SDk4cFhrWFJxaDFRSWd3MlBkQjBibUJPQWN2c1ZyWV9EYnluQzhCU3RDMVhOUW1iY2h2YTJSbDl1amFvVjQwQ2pkSGdSNm15bGd1ck1ocUwxYUxFbE52eWtSQkZqSjNyRFplTF9BSC1RR05LT1l4UmJyM1N5NlotazdydF8w0gGOAUFVX3lxTE9wZ3oyM3BXdkhmZFhWUWpXQ1dOcXhjbFUtLWZkbEZzS1V2U2tjLXFjeld1aDd1U3IwbEdmZkVxaGJKWG12OXRyeGJPM0lzUFlzYmgzaFZ6enRESzJ5LUJJY0Z2dlNnQmw1OWZPSGk3VGt6NmZHQ3RXMjVOVjVKRW9wdWpfWTNuYUdUZHJuaVE?oc=5
2026-04-13,"TCS Nashik case: two suspended employees masterminds, say police - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPTVJJUUJaeXdvc2NybWFTTUtMTnpoNUpRcGpyZjJUTlIzMFpqb0V0VHhBRkUya2h6X3lybmNCdzFxNjJHVVpyZ2ZEYWRReEd1c2QyOFEwTW0ySUh1elNTRU42Z3VFNGQ5Q1Bsdm1hSFhIRjZWZ1dETEdaQ0YtUGNPaDdjTTM0LTZMSndpSWpuNmxoM0VJYUtKNGd6aHR4LXNpMVpkTzJIazczcmhRQnVZMVFUeFd4VmtTNzFKUzBEUzdmSjdlZXFveXZzVXpraXo1Q0JWWTZyQXNlQ252YUdBNElzbjBKODI4eTc5Vk51blHSAfcBQVVfeXFMTVRyb09jZkpRQTdoVVY3cVI1N2t3NjhfbDliXy1kZjJIV2tXUXRpODUzYW04UlJHN29oOTdZTFpCXzBNelAyb1JNSklHbnVCVUV0R0t3OWZEMWphTWJzc3dkNGVVWV9HSG1HcXNyWkJSSWRNd1B4NGVNZ1dEYkZqemZxS1A4V0tJVEcyUVhSYUFPZENhNWRVRmJZSXlRalRsMDZxZGJDYzROTWZfbFJjM3dHOVpBeGNrUmtlc3pKSUktV18yOHpmQ3d2YzFCZ1FMTWxPTVBneW4tZU9sV2lXLXFzSmVoMzhidlFFNGVxTjZrdU4tUUhlNA?oc=5
2026-07-13,"After 20,000 layoffs, TCS is building a team of 8,900 forward deployed engineers, here is what they will do - India Today",India Today,https://news.google.com/rss/articles/CBMi_wFBVV95cUxNOXNfQ0FfMjJ1NUdEMXk0QzlqWkw5anRZNFZGRy1zU0hnYm5hYTBFQVV6T0xUa0txVkdubUg2TG5ubnNJWWVDYXUwd21JY3dWMWRIWGNFbUl2azdhQ0c0Q3J5WGM2enBxMzhiNEFGcXl4SlFxanFDRWQ3RW1YcFlGcEIwamp5Vl9Vckw4M1owaC10LUpoN19oM1hhMFF6UTA0dF9obTRSRVVUTHd0M2haZWZMZS1hd1RGMWJuMHE0VmxwM3QzU3dhZWVleTNfS3FpcWdqNHFSX2JkLVRLeEdFSEdMcWpOU2VmOV9XQy14emd6ZnhQaEFtRGlPZDU4Y1XSAYQCQVVfeXFMTnFwWHZNTkVDN0pmbFV6NHJ3VEZQdHpvNU1PODFhZ1JVeFdYZ1prdVlZc3NGS1J4cjVqVS16TGtjb2tFX1FOdHVHUnJxeGJGdGhPeUxRYkMxeGpBMC0xLXdzcjZrQi05eFYxSG56aUo4WnVsZVNha1hTRGJtQTMzcElubzNoVk1ldmU3ejlTQTVxdUtEcFBEY2hvWUZIaC1wQk5IRm9qbGJCYkkzTzJmTkJjVVFRTHhESDk5OFhheFlLMk83LXY4eFJMdWpwVExMNGNXSkJ3TlVJLXJZLS1QeHkwdmF6UnYzSFVUdkZqRnlxa1FzTnFiQkJxcFhXX1lJMW81Tkc?oc=5
2026-07-31,Tata Consultancy Services (TCS) vs Tech Mahindra: Comparison - Univest,Univest,https://news.google.com/rss/articles/CBMiigFBVV95cUxQbXByellOWk96X2ZVQUhoaENKRTFfaFBzYlpPNzBocjBrWnNrX00tTmVpcktOTTZpV0tITlpHRm9KODYyM2d4VTVlVE5VajNsdnhrUWpJRDVZU2hMTjJXZjlSTXFsc3FsOWJ0dFliUVVuWXV0MDhNSDdEcmZ0bjM4T1dTQXVUVkMxakE?oc=5
2026-06-08,How is TCS Transforming Canada Life with AI? - analyticsindiamag.com,analyticsindiamag.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxNNk5xZ2RXcldmV3lwSWFTNFlIQVhGQVI3dmtldWFieGJ5X3pPZEQ4Z2VaNExOb3NGdjJqX3htVkhseFIxdU1pYlpxaVZTSEw3bWh2a3kyNVFyeVY0Wm1ONUoxSUhDeWJQZTE4ZndWekFYMnBLVlU4MGtYMm1WbXZ3VUlQaHl3aFdDeldIQTZ6aDRteHVJRjdDRG1nWmxVek93UUh3?oc=5
2026-08-13,Vodafone Business and Tata Consultancy Services partner to unlock UK enterprise transformation - Pressat.co.uk,Pressat.co.uk,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQaUV0UDB6N05zTnFPY2JYRXN3RGszRlc3S1lXNEtENW93cWZieGlzOUtsZm5ENm9mbE42aTJLdzh3eFlLZzhBNGxNdjhxUUlvY2lxV1ZEdVIzcEJjSk1PV1B6Mm03NFVibXdtUDQ2Vnd4UlAzYnFZaXpPOHl4bWZaR0o0bjBETExNZF9aTFV6UWp4T0FodGlpaFRHcm1kX2o4ejM3Z2JaNzJzQktNUWFlZHFvTWdRTnV1VjdIOFFyZ011S0tabVdGNnZqWkU5MC1Yc2ctc3VtYkp4Qkw2WHpZOGtoMkZRSjRoakVneWpPS0c?oc=5
2026-07-09,TCS begins FY27 with continued growth; wins multiple AI transformation deals - CXOToday.com,CXOToday.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQZmxxMFdjdzZUYjZXZW5EWERFWDJmZHNnVzhDLVphMjdTemRMLV9uMERqQy03LVI0QkpsSlM2OVVYcWFQcHJfTnd3YnZuR0xBd1hLOFR4akhHMkY5UldRaEJxV1ZsVEgwVEdPcURwVFA5MlpxYlJCQWhnQVUzSkVVZDFUZXpYT1JnR2xIS3BGcE5FbHN6dksteUNCbGo5NFNhUmlFNjBHVFdXYW9DZzJ4Q3N3?oc=5
2026-07-10,TCS says AI revenue remains lumpy as projects last just 1-2 quarters - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMizwFBVV95cUxNYldwLXRQQmpNN0VmX3ZSWlZfWkppU2RLQXoyT29YRWR0TWtZQWVBSFUwY2s0dHZxMm5xRlN3R2x3TURITVlQYXNSeDJsT2tXdkt4ejRVTmdQRktVV0QzSC1KVDA3c2VGeEV5RXZYNW5IQUpqUUtlUUhHU0xWNlR2TTd2bFlTTG42R1ZsbkZkTTYyQW1HODN6V01Eb3pmYkJFaE1EQXR5SUxCSmFiUFdJNktiS2o5d3JFTG5kMmxBUXM3STJ1UFVBTDEzT0xUQXPSAdQBQVVfeXFMTUVVNGpxaktheWpZcGdEZ083RHVuYjN2Q3Z1WTA2Ukl6d05INkxhTktJNjFZSV9xcEU0UTZYaU8xWEREbWFzMy1LRmhEX1BQNF9OU0tKX1YxemVRTlFqdUMzemNNTm95OENsakZ4dFpTWXBRUVBKOVlETUJ4ZkxRUWZVZG1heUVxNDVsOWxLM3JyVVBBN2FGeGR5R1BUR05GQ1VRUE5Sa3piV2N6QTFVUUZWbk1ITlZfYV9EcTNLLWwzRGJleXplQ3NHOUY0REk4TzZ4V04?oc=5
2026-06-10,"India's TCS chair says AI agents may equal headcount, dampen hiring - ET Telecom",ET Telecom,https://news.google.com/rss/articles/CBMi9AFBVV95cUxNakRSNUo0NmJsQnNMQldyZHJXZVZGSmNSdjVGME1HLTIwdFJVd0J0b0FrYmtKT18yUmstNnRsNXBsTXJHNFNKNkRFanB2T0swc01JLTlrbFhuOHhWMU1SWEpQazg0SEl5R2FuZUlYaEdfQjhDNGpGaWNIeWFKZGozZ21OVXBSM3pVd1V6WW94UnF4SGpVMlJ1SFpxRG1ma1N4cm1xRVBueldvWTdYRnFaOU9Ja2xWazNhc3pleGVuLXF1NU9Ka3NjeXRUdmFHRV9VYkxxdW11S1hLRTNxcmRaTVEwZlF1RFhjaDM4Tmtqb0dxN3U30gH6AUFVX3lxTFBUSHNHOEdPM1IxMzBTZFVzSTlkdHU1ekJKM0FtNnFRcmhNSXNBb1dhVmh1WFNrRE5rTHhuc1ZzZF9Yb083ZE5Qb1ZvRE5lbThZNFYwZGVOb2N4dldSamtrVFNRQ2YzUXlENE55Rnh3ZWoxb0xHVmxlb3dieWtRRjNKWkFnT0MtNkxiZ2ZoTnJLM2F6S1JHRlNVUElEUlNjeDBHdVpka2dJZUU3b2NmTW05R3M3LWtuRVRaMFpfZlhuSHZYM1RCbFl3cV81ak9VYnRlQzhKZGt0Sm1QSWFaYkVfZW13R1c3Ty1qTFlQWkxJWlZLTS1NR1UzOUE?oc=5
2026-06-08,TCS signs deal to modernise Canada Life's IT infra services across Europe - Business Standard,Business Standard,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNM21PVVlHU3lxaUZPRElaMXdWcjVQbUVuNDdLTXNqMkhPbUVLVmtOamtsc1NZSWxxRXg5RS12SjU5VVF5QTRYOFhFbUVGdnZ0dUJFWW1SeHNRYzZRYlhlRU5SaUVxUjNteDB5ejJKUC14Z05OUXZhNlpGOVpkRGJoSTVQSHNWUEFkMnRINlFNUFBlTUZmNTd5RlB2dTNtWmdZNWM3SW44ZnhYaXhYTkFWcUQ5YnBaVEtsX2pZX3QxZE5jTHd6S3hkV9IBzgFBVV95cUxNbHIwQ1NqdkY0R0c1TEFBSk5MOHBZd0R4S1kwR1JKOUo4bWNIQ001c0RhWjhLTEhVVGpKSkJ3QWdnQmcydG8zZ0VMZzBkQ0lPSW11c1RmeXlkZGdtakRMdnFITEpsODY1ZW1sdnNfcWpwZXdnd2N6dVJSWU5mUVlkTzMwa0I2ZzZSeWdFbklESHNXVzRONkdkRTd0aW1VMWktNWZTWUNBTnQxckdqVWxwTmVOLTY3cjlYeTluaUFYNDBNeE1XYkxMcnFGdUZEZw?oc=5
2026-07-09,TCS Q1 results: Annualised AI revenue grows to $2.6 billion; up 13.6% QoQ - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQY2lMNVI5UWZucGxxSnIwUm14ZGMxWmkyQmQyYmFZTlRPeHBZLTg3RUhETDJUenh0R0g4TmxYZlZwNjhjczhFZTRPZTNrRFA5ZHJtWmJIWWJaNlhZbDlQUHVRQkJvVUlOdXNqN1hLRkNvWm9oeld5QnhqU05TLVYzdXNCbVJVX051VzRMS1VZSmFfSThUTnNuLUtuQlFxOG9VczJpOXdMZHdkTFd2RHZFSC1TVHMwSWF4SkpDX3ZTSFNOQjJmZ2YzQnZiZEdza1k4X21BRUhBQXpoWFdpTjlxcW9Yb9IB6AFBVV95cUxOVThNbzhuU3lQUmxDT0dTb0ZHS1NhNDRjeVBjb3Fja214ZEdYRFNQNmZ3RDMxRWVuTzJfQWpVTmFWWnVFS0pWcVdobWRzT3FyTXpJSE1HWXFaTG8xVXkxTFFoS2l2b2tBVkYyRGdjRy1GeTRtWDc1NXdsV1g2ZTNiblNKdV93aGpFSk91RWZTWkpmOHotQXFMNHZnSU13WlFEdWpyUlZ4MmdmZGxrSUhRUVUyeTV1WE51UWFYVXZKRVVFTDFHcFl0SGFDa18wV2hYVDJ2TVBnVkdobzdfZElNZURWRVgwYUl5?oc=5
2026-04-20,TCS suspends Nashik employee Nida Khan over alleged conversion-linked misconduct case - ETHRWorld.com,ETHRWorld.com,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOQTQyVnVOUkdrLVFPeWEyNmxRcUhLQ2wzaFdHV1JWME9tYVlWNjRJRTZwRklTUGg5cVNmSVZqb1lQQ0UxQXRWOGI3dW5mVlJzX3o0VGI1Y0xLbnFKQUotWmExQUlxdGtUbFN1UFlmWWlBZGhrVmE2RkJ5cFlwWFRTYjdvRkxJZUpCOUl4cXZ0UXFlWDQzS2tpWUNnc2JfaWVETndnZVVkYWtCVi1kQmwyeExHWTBIMklSUDduTVhuRlFhd1dGUmhKVE9zYWdvUkRpNk9McHpvVjU5SVQ0M0RWanRtONIB6AFBVV95cUxNWHVyWHkwcDVJYlJIaXVFQ085TWZfcVBpNmwwckk5UHV2RXp5ZzZoTlVpeWhlbEpFVU1LVENneHJhWi02cmF6dzBlck13dk1oeWlOelJlQ21QQmliTV9pSmpTWWVVbGUzbE1nVlVzbHpMcXRyZUpjYl92RTVaQzE5QVRIaUZXR3MyUXFZNzBSQjVzT1V6eHk3NFdsM1hBNmpYUWNuaHVmdU1OYkZ3Wk4yWTR4YXQ3R2FVNUFsenBRNkt1WFE3SEo0X3VBM05xS1B5RnFodUpacVcyeXh5ZVVoeUlnemFnbUdE?oc=5
2026-07-10,Reduce Tata Consultancy Services; target of Rs 1860: ICICI Securities - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMiywFBVV95cUxQVTNYR1hLZllRQVZSdDFIMjBzTG5odGtMNU9vZ2ZGQWtaNHAyS2FSZVlicXJXTHVfYVJWRl9qZmFpVGNOeGlmWHNVT3FwMEFCN2JXb2VRaF9uRmNVNXUzLVA2NW42a1d3YkFSczRjaDU1Y3NlMGRWelMzVlZrTHVGeHhYTWd1Zmg3MEY1UXBqM3d3em1KVWpvQkNCMG5rbl84LXZkTTJnWjEtbUpFTnVGRWprQm5JNXJQN1BsTWRhc3g5cVVZR0pwYlJLd9IB0AFBVV95cUxPSGVRSmx3T1IxNkx0eXBmNmhPWTlDWEJWZDdTUXBZd0tmUGJhSG5ESXpWQjdwNklqV0xMTktjT0NRaWEta2RGSWhjaklIblkyc3QybkUtaF9KUURBVDlHOEYtSGxuR2hvNnQ4NkFaNWJEVEtQQlE4SmE4Mi1WVlJWbk5EcnpJSmV0OFI1YkZtODQzcGRwVFFWcjU2ZktqNUxfWkFubEoxY2V1elEtZVJ6M3ZWY0FuNGhBUThxdG5vM2ZoenFpeURrRlVOQnE4eFct?oc=5
2026-07-12,"TCS reshuffles top ranks, reorganizes business units amid growth push - Livemint",Livemint,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOLVljTWhXSDB2WFV6bzYwb205RGs1eWktSklnSDB2WnZqUWZCbmVXVHBvZURLOVl4WXd5aFdNQkhkZUR2eTdsNFRZUFZURUZqS0x2OE9zRXlJSVF1UUdSRnNEU3V5TUlFVXNIbzVjR002TUhxald6ZUtlTW4zRjlMa05rYzNlZWk4M21mejRSZDE5ZWlubzZQYWpoMlFuang3YzFSTUx5ZXBRT213b2RaQWdOZGU2YnRRa0JxeUJTUEPSAcYBQVVfeXFMT1Iza0xCSVQyZXlKM2NpeDZtZ1E2SGJKUU9LRFhyekkyejFDZDNCdVNvVmo0cXhCcXhsdER4TzVCVEdkUEpFNTN6OFVpazIxbkVYTUZvbEF2cVVvWWk0MkZBV1FpUVQ2NVc3SzNlS3FZay1qbGhuRDU1UjJWTVphenEzUTF4Szh5YWJ6WF80dExldXdCN0tSNTJRQ2lCY0wzUE8tSTZLd2loWEJvVkd6XzlIZnF6RXg0RlFIZmxIY2RMTG9vYW9n?oc=5
2026-04-09,TCS Tops Profit Estimates After Cost Cuts to Cope With IT Slump - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxQOHN3d3RZZ2JKU0RHRzBxelpDQ21FQlFfQVpkRVBNUG1uOERIQlhmdDNHZEU4Z2wwYmtxRS0xZ3F2ZENVU2RVbkJpSVlzX0ZCZU9DdksxdEZVdDVsalJ1VzRUMW9lSWdVSkt4SXF5SmlFb0R0THBvcC1nUVVHQ2lodXJ5cE1tNi13ZFJacy1GbzhTT0dTUlNGREZwTHdUS1QzSVRtb01wY3pkclNtUzZBaGI4SjI?oc=5
2026-04-10,"A first for TCS: Revenue growth falls despite strong deals, margins - Moneycontrol.com",Moneycontrol.com,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNVEhBdmp0V1YxRVpKa25haDBuanpxVnk0dU5vbTdaMkZJVjBmVE8weElpWGVEdEQ1N3lrYU1vT3JwUWZ1bG1VMzl0ZFZxY2w5TkRsalZ6MHotQVN4dUZVWlJvNlMxT1lUclVOVlExNEhEaWdDYVhpWlBLV0NmaEtLdjFaQzRqWm9iajRsM3dkRldqU1BWU3ptZVF2VVVtVWIxazlsbjc0b1VIakR1VkdFcS10Rlh3MWEzREZBeDA1RU9LNHF2akcwR19uTVhiOXpMRWp5bnRhR0RyU3FxcEHSAeMBQVVfeXFMT0tMNXJ6U2lrTTR6SXFfWFdPUm1sWjlZWFlORnd2XzNOSUtsMDVyaFJ4azRZTDQyR2VDX2h5TG93WEhZZzN4cnNUZHp5MllwY1pwcGNRV2Z6X25VYktyWWYzSEFveUZuQXZTVTgzcGxkTC1fX3Z5M3dWdjRiVFhjZVQ5M1hrdUpxeEJ2ckd6X29mWUUxamt3M2dYQlEtRkdoX3o3bDd5RjlzN3d5djZlbTNjb2FBWFdYMnVNX2lLTk5NS0lnUkdXYTRnTmpSVi1zbWd1ODRJVWUxU2tLQ1FhNWZMNFU?oc=5
2026-07-16,Tata Consultancy Services and Google Cloud launch AI-focused Gemini experience centre in Kolkata - Telegraph India,Telegraph India,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPb2JkQk5ZbDJZNzlOMkU4YjhBRmhibzhjMjRJNmcyZFdmemlaRnAxLW9QckVURXQxVnE1Ykx0TFJKQ1h3UXFBRzRFZElTR0pvUGV6UnVCLVowN0M5cHNNSXJwZHFxeDFMNzE5RjBTNjVpWGhLci1CQUVlVHVXSm9RRjY2b1VQNG1LbGZ1Q1puajJrTGJrbDJzdVppb09yTEhhdzBHQk9uUTNEc1lmZDI3bmxPNGJTWXdpTnJGSkRXNkZJRGx1eEF6LXlSU0ptNkwyTmtHcUpHMTQyMlktVVV2RnRn0gHnAUFVX3lxTE1Td1lSWGNMaVczM043eU5meFV5SHJNN1pra0hteDdhMTZoNVN6dU5iajNBZVBRVVJEZW5iMVFrZ2ZjSi14NGxWdlE1WG9YYXRUN3kyM1I0NkVCMUZpeWYySHFyUVZkNUN4TEJ4QjFqSmZkTXBveGpQUzdJRHA4U2RhY0JUeGI5TTlVbDFqejBRbUJkYW5tU3VBUE5jNXFWeGppcWdmYWVha2dBY0lmSVd3aWJGUDR6Slo5WjdtU3cxOFFiV3ZYU3FJXzJ4YlN5T3VVb2g3dkdvekx3Mm0tS3ZnRGZYZWZVQQ?oc=5
2026-06-16,TCS to set aside $70 million more after U.S. Supreme Court declines review in CSC-DXC legal dispute - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi8AFBVV95cUxOVllKUmMtb216UDNkWkszeEljMGZxblNrWUZES2N0cUZFZ0l3NzVRS1dMMVNMN2dGODV0TGU3aWNrRUw2UG1rVzNVaVFrYjQ1bnA5SmJ4NGI0RmVVeGxWdy1mMmxsU2RMbEU1aTBwS3ZORnpwaU1YRnpuMFhHTU1SMkp1ZC15ZjJ1eVVQUnZnell3NjhWVWl5Zlp5cTBKRXFZSnl6QmZLaFlPSUJlUGRZY0RVZk8zdXpBWEhidVZoUDZDak5tc3lNd0RoY1ZkVDh6R3NHQnB0QndpanlqSDI3SWpaZWcxYXg1a3RnLUVhVFLSAfcBQVVfeXFMT2tfNFBkOHdmTWlNcEF3dE5ZZVZwaFI3RlZtaV9XRkdQTjI0VnNBSnRnWTgyOC1haHk5YnViaHlndXJDWGpKMUU0b0xOZzBvTmFOd0FfeS1MY2VJckNrQ0xodmVNWkJvdXhwYk82ZTE4U3h2ZjRhck8tLVFRbU41MkFnOGkzRWwyVjlQRjRvZm5kR0VnTFNyMGdYUy1aeGxvY3FLejNoQzUzcm1kTTVXZl9BMkFxcmMtelZvOEI5UVNvVEhOcEo0ekEyRVhCMTE2MFFEbVlwSEhsTTRLQkc0ODJ6eVpzcGFGOEdxSmFoWlN3aktITUFWUQ?oc=5
2025-10-09,TCS Acquires US-based ListEngage; Boosts Salesforce Practice and Agentic AI Capabilities - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMixwFBVV95cUxPUlJqWnBUZnJVNU5ZTWZUZ3JMRTBGVU1vUnhvbTlrN1NOeFFvUnZBTWhKREs2U1dGU2xheEhTVDAtTzJjV1o5MEN6MHBYNEZlSUNKQXJNRERCV3BEVjdwMF9DSlFsNkExTnBSWVJiY3NpOXktX1dsb2RaS18tVW5hYm4tb29kNUJOZHMxUU9vN2h3aGdfSFlEcEhDd3Z5enBWaDRlSV9OYlUzNThnNVJRTVBBNW1KTHFGUzZkaDFqbUxiRndJYWR3?oc=5
2026-05-27,SKF awards global AI-led business transformation contract to TCS - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMiugFBVV95cUxOdVQ2VzhsMU1nMzA0LWhoSGxGa2dRbHAwYV9VazNacnhlVW1OemFES3JWcmtTYTRvRzhfR3IyRHdCR3M3eWt5dk4wNlp4OFgxYnVHUkVFTnUwcF9fVTNLQ3pTaWdROEJWVDYtb0ZPMjJOZWQ0czRQR3JERTZIZjh0ODNOWjVRTkNVS19YX1ZXOVVLSW4wUkJudFNITGtTRkhPYXNSTjc2ZkFhYnhIbXJzUW82RVFJb0VUTHfSAcABQVVfeXFMUGV4ZkNSd2NuQkRJVjlPamNZenRsVzE2a2QzZU9NNTFJVjVLY19maXRqa3FDRkZWZzNvX3lXY0F5MDZNV3d3TTd0MDNpaDFtTnVGUmlSbFltbTBvVjZzZV9QN2xSakFCWU9rYVpaVjZzS0FBNHcwWWNsbEN3ZVc0Z0dSbURScmdOdGg0d09ka3ltOVFkdFljZWRqc3RWRjlnOGk3bVBPTkQzWVMyT2VfUEplaDVJcGFyQkg0VmxDTDEz?oc=5
